filename,domain
/home/abbas.omidi/multitask_model/Data/Images/CC0021_philips_15_48_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0021_philips_15_48_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0022_philips_15_43_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0022_philips_15_43_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0023_philips_15_43_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0023_philips_15_43_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0024_philips_15_65_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0024_philips_15_65_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0025_philips_15_51_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0025_philips_15_51_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0026_philips_15_65_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0026_philips_15_65_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0027_philips_15_41_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0027_philips_15_41_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0028_philips_15_63_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0028_philips_15_63_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0029_philips_15_51_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0029_philips_15_51_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0030_philips_15_42_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0030_philips_15_42_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0031_philips_15_65_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0031_philips_15_65_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0032_philips_15_44_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0032_philips_15_44_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0033_philips_15_67_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0033_philips_15_67_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0034_philips_15_43_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0034_philips_15_43_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0035_philips_15_49_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0035_philips_15_49_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0036_philips_15_49_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0036_philips_15_49_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0037_philips_15_41_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0037_philips_15_41_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0038_philips_15_41_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0038_philips_15_41_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0039_philips_15_41_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0039_philips_15_41_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0040_philips_15_55_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0040_philips_15_55_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0041_philips_15_61_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0041_philips_15_61_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0042_philips_15_67_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0042_philips_15_67_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0043_philips_15_58_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0043_philips_15_58_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0044_philips_15_36_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0044_philips_15_36_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0045_philips_15_49_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0045_philips_15_49_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0046_philips_15_42_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0046_philips_15_42_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0047_philips_15_54_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0047_philips_15_54_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0048_philips_15_53_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0048_philips_15_53_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0049_philips_15_43_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0049_philips_15_43_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0050_philips_15_45_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0050_philips_15_45_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0051_philips_15_44_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0051_philips_15_44_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0052_philips_15_51_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0052_philips_15_51_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0053_philips_15_39_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0053_philips_15_39_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0054_philips_15_46_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0054_philips_15_46_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0055_philips_15_44_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0055_philips_15_44_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0056_philips_15_39_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0056_philips_15_39_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0057_philips_15_61_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0057_philips_15_61_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0058_philips_15_64_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0058_philips_15_64_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0059_philips_15_55_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0059_philips_15_55_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0061_philips_3_55_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0061_philips_3_55_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0062_philips_3_52_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0062_philips_3_52_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0063_philips_3_53_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0063_philips_3_53_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0064_philips_3_49_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0064_philips_3_49_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0065_philips_3_42_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0065_philips_3_42_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0066_philips_3_46_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0066_philips_3_46_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0067_philips_3_57_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0067_philips_3_57_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0068_philips_3_49_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0068_philips_3_49_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0069_philips_3_56_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0069_philips_3_56_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0070_philips_3_80_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0070_philips_3_80_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0071_philips_3_56_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0071_philips_3_56_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0072_philips_3_31_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0072_philips_3_31_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0073_philips_3_49_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0073_philips_3_49_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0074_philips_3_53_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0074_philips_3_53_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0075_philips_3_41_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0075_philips_3_41_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0076_philips_3_44_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0076_philips_3_44_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0077_philips_3_43_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0077_philips_3_43_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0078_philips_3_42_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0078_philips_3_42_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0079_philips_3_47_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0079_philips_3_47_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0081_philips_3_67_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0081_philips_3_67_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0082_philips_3_64_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0082_philips_3_64_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0083_philips_3_66_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0083_philips_3_66_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0084_philips_3_46_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0084_philips_3_46_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0085_philips_3_71_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0085_philips_3_71_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0086_philips_3_42_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0086_philips_3_42_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0087_philips_3_42_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0087_philips_3_42_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0088_philips_3_51_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0088_philips_3_51_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0089_philips_3_46_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0089_philips_3_46_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0090_philips_3_37_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0090_philips_3_37_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0091_philips_3_51_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0091_philips_3_51_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0092_philips_3_60_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0092_philips_3_60_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0093_philips_3_60_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0093_philips_3_60_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0094_philips_3_45_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0094_philips_3_45_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0095_philips_3_43_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0095_philips_3_43_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0096_philips_3_36_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0096_philips_3_36_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0097_philips_3_45_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0097_philips_3_45_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0098_philips_3_48_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0098_philips_3_48_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0099_philips_3_51_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0099_philips_3_51_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0100_philips_3_60_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0100_philips_3_60_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0101_philips_3_52_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0101_philips_3_52_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0102_philips_3_50_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0102_philips_3_50_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0103_philips_3_56_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0103_philips_3_56_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0104_philips_3_34_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0104_philips_3_34_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0105_philips_3_52_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0105_philips_3_52_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0106_philips_3_41_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0106_philips_3_41_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0107_philips_3_38_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0107_philips_3_38_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0108_philips_3_51_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0108_philips_3_51_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0109_philips_3_57_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0109_philips_3_57_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0110_philips_3_44_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0110_philips_3_44_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0111_philips_3_51_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0111_philips_3_51_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0112_philips_3_60_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0112_philips_3_60_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0113_philips_3_45_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0113_philips_3_45_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0114_philips_3_60_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0114_philips_3_60_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0115_philips_3_49_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0115_philips_3_49_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0116_philips_3_50_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0116_philips_3_50_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0117_philips_3_49_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0117_philips_3_49_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0118_philips_3_49_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0118_philips_3_49_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0119_philips_3_53_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0119_philips_3_53_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0122_siemens_15_53_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0122_siemens_15_53_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0123_siemens_15_58_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0123_siemens_15_58_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0124_siemens_15_57_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0124_siemens_15_57_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0125_siemens_15_65_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0125_siemens_15_65_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0126_siemens_15_54_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0126_siemens_15_54_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0127_siemens_15_58_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0127_siemens_15_58_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0128_siemens_15_54_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0128_siemens_15_54_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0129_siemens_15_54_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0129_siemens_15_54_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0130_siemens_15_57_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0130_siemens_15_57_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0131_siemens_15_41_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0131_siemens_15_41_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0132_siemens_15_71_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0132_siemens_15_71_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0133_siemens_15_64_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0133_siemens_15_64_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0134_siemens_15_54_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0134_siemens_15_54_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0135_siemens_15_52_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0135_siemens_15_52_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0136_siemens_15_64_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0136_siemens_15_64_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0137_siemens_15_65_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0137_siemens_15_65_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0138_siemens_15_56_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0138_siemens_15_56_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0139_siemens_15_56_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0139_siemens_15_56_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0140_siemens_15_57_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0140_siemens_15_57_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0141_siemens_15_53_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0141_siemens_15_53_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0142_siemens_15_59_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0142_siemens_15_59_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0143_siemens_15_55_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0143_siemens_15_55_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0144_siemens_15_43_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0144_siemens_15_43_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0145_siemens_15_62_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0145_siemens_15_62_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0146_siemens_15_38_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0146_siemens_15_38_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0147_siemens_15_58_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0147_siemens_15_58_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0148_siemens_15_58_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0148_siemens_15_58_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0149_siemens_15_53_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0149_siemens_15_53_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0150_siemens_15_47_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0150_siemens_15_47_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0151_siemens_15_71_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0151_siemens_15_71_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0152_siemens_15_51_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0152_siemens_15_51_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0153_siemens_15_52_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0153_siemens_15_52_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0154_siemens_15_55_M.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0154_siemens_15_55_M_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0155_siemens_15_57_F.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0155_siemens_15_57_F_neg.nii.gz,1
/home/abbas.omidi/multitask_model/Data/Images/CC0156_siemens_15_55_M.nii.gz,1
